hect,quad,tree,d0,d1,d2,fam,gen,sp
5,105,6269,10.8,,,Melastomataceae,Miconia,Miconia dispar Benth.
5,105,6270,10.3,10.5,10.9,Lecythidaceae,Eschweilera,Eschweilera romeu-cardosoi S. A. Mori
5,105,6271,13.9,17.1,22.5,Fabaceae,Sclerolobium,Sclerolobium chrysophyllum Poepp.
5,105,6272,14.1,16.8,19.6,Melastomataceae,Miconia,Miconia pyrifolia Naudin
5,105,6651,,,10.5,Fabaceae,Vatairea,Vatairea paraensis Ducke
5,105,6652,,,10.1,Burseraceae,Protium,Protium apiculatum Swart
5,105,6653,,,10.4,Arecaceae,Oenocarpus,Oenocarpus bacaba Mart.
5,106,2340,,,,Apocynaceae,Geissospermum,Geissospermum argenteum Woodson
5,106,2341,13.2,14,14.6,Lecythidaceae,Eschweilera,Eschweilera wachenheimii (Benoist) Sandw.
5,106,2342,15,15.2,15.9,Violaceae,Amphirrhox,Amphirrhox longifolia (A. St.-Hil.) Spreng.
5,106,2343,13.2,13.6,14.5,Nyctaginaceae,Neea,Neea sp. 2
5,106,2344,,,,Elaeocarpaceae,Sloanea,Sloanea aff. rufa Planch. ex Benth.
5,106,2345,,,,Sapotaceae,Pouteria,Pouteria ambelaniifolia (Sandw.) T. D. Penn.
5,106,2346,,,,Burseraceae,Protium,Protium hebetatum Daly
5,106,2347,,,,Salicaceae,Casearia,Casearia combaymensis Tul.
5,106,2348,,,,Euphorbiaceae,Pausandra,Pausandra macrostachya Ducke
5,106,2349,,,,Chrysobalanaceae,Couepia,Couepia excelsa Ducke
5,106,2350,22.4,23,23.5,Lecythidaceae,Eschweilera,Eschweilera pseudodecolorans S. A. Mori
5,106,2351,,,,Violaceae,Rinorea,Rinorea flavescens (Aubl.) Kuntze
5,106,2352,12.1,12,12.3,Myrtaceae,Eugenia,Eugenia patrisii Vahl
5,106,2353,30.1,33.5,,Lauraceae,Ocotea,Ocotea minor Vicentini
5,106,2354,16.6,16.5,16.6,Lauraceae,Mezilaurus,Mezilaurus manausensis van der Werff
5,106,2355,69.2,68.2,,Elaeocarpaceae,Sloanea,Sloanea eichleri K. Schum.
5,106,2356,,,,Myrtaceae,Myrcia,Myrcia grandis McVaugh
5,106,2357,,,,Myrtaceae,Calyptranthes,Calyptranthes macrophylla O. Berg
5,106,5168,,,,Fabaceae,Inga,Inga rubiginosa (L. C. Rich.) DC.
5,106,5334,,,,Siparunaceae,Siparuna,Siparuna decipiens (Tul.) A. DC.
5,106,5550,,13.5,16.5,Bignoniaceae,,
5,106,5551,,11.2,11.3,Fabaceae,Inga,Inga capitata Desv.
5,106,6274,10.1,10.5,11.2,Euphorbiaceae,Pausandra,Pausandra macrostachya Ducke
5,106,6275,13.8,21.6,22.7,Melastomataceae,Miconia,Miconia burchellii Triana
5,106,6276,10.4,11,,Fabaceae,Inga,Inga umbratica Poepp. & Endl.
5,106,6277,11.2,16.9,22.3,Melastomataceae,Miconia,Miconia burchellii Triana
5,106,6278,10,11.8,,Urticaceae,Cecropia,Cecropia purpurascens C. C. Berg
5,106,6279,10,10.2,10,Violaceae,Rinorea,Rinorea flavescens (Aubl.) Kuntze
5,106,6280,12.1,13,14.7,Vochysiaceae,Erisma,Erisma bicolor Ducke
5,106,6654,,,10.5,Sapotaceae,Pouteria,Pouteria hispida Eyma
5,106,6655,,,17,Melastomataceae,Miconia,Miconia burchellii Triana
5,107,2358,21.8,23.1,25.4,Lecythidaceae,Eschweilera,Eschweilera rankiniae S. A. Mori
5,107,2359,14.7,15,15.6,Annonaceae,Onychopetalum,Onychopetalum amazonicum R. E. Fries
5,107,2360,14,14.3,15.1,Lecythidaceae,Eschweilera,Eschweilera cyathiformis S. A. Mori
5,107,2361,,,,Arecaceae,Oenocarpus,Oenocarpus bacaba Mart.
5,107,2362,32.2,35.4,38.3,Urticaceae,Pourouma,Pourouma bicolor Mart.
5,107,2363,18.7,19.3,21,Lecythidaceae,Eschweilera,Eschweilera cyathiformis S. A. Mori
5,107,2364,,,,Arecaceae,Oenocarpus,Oenocarpus bacaba Mart.
5,107,2365,16.3,15.7,17.2,Malvaceae,Theobroma,Theobroma sylvestre Mart.
5,107,2366,,,,Arecaceae,Oenocarpus,Oenocarpus bacaba Mart.
5,107,2367,23.4,24,24.9,Burseraceae,Protium,Protium hebetatum Daly
5,107,2368,14.5,14.9,15.7,Nyctaginaceae,Neea,Neea sp. 3
5,107,2369,13.3,14,15.3,Boraginaceae,Cordia,Cordia sellowiana Cham. aff. Manaus
5,107,2370,,,,Arecaceae,Oenocarpus,Oenocarpus bacaba Mart.
5,107,2371,68.9,70.2,70.8,Lecythidaceae,Lecythis,Lecythis prancei S. A. Mori
5,107,2372,,,,Lauraceae,Ocotea,Ocotea sp. 1
5,107,2373,,,,Arecaceae,Oenocarpus,Oenocarpus bacaba Mart.
5,107,2374,15.4,15.2,15,Fabaceae,Paramachaerium,Paramachaerium ormosioides (Ducke) Ducke
5,107,2375,19.5,20.3,20.4,Sapindaceae,Cupania,Cupania rubiginosa/scrobiculata
5,107,2376,24.1,,,Fabaceae,Tachigali,Tachigali plumbea / Sclerolobium sp. 3
5,107,2377,12.6,12.7,12.8,Rubiaceae,Coussarea,Coussarea albescens (DC.) MÅll. Arg.
5,107,2378,,,,Sapotaceae,Pouteria,Pouteria cladantha Sandw.
5,107,2379,27.4,25,,Lauraceae,Aiouea,Aiouea grandifolia van der Werff
5,107,2380,15.3,15.4,16,Moraceae,Sorocea,Sorocea guilleminiana Gaudich.
5,107,2381,11.3,11.4,11.4,Violaceae,Rinorea,Rinorea racemosa (Mart.) Kuntze
5,107,2382,18.8,19.2,,Sapotaceae,Pouteria,Pouteria ericoides Penn.
5,107,2383,16.1,17.7,,Lauraceae,Ocotea,Ocotea sp. 1
5,107,2384,19.5,19.8,20.4,Violaceae,Rinorea,Rinorea sp. 1
5,107,2385,16,16,15.8,Malvaceae,Theobroma,Theobroma sylvestre Mart.
5,107,2386,42.9,43.9,,Vochysiaceae,Qualea,Qualea labouriauana Paula
5,107,5552,,10.9,11.4,Lauraceae,Ocotea,Ocotea cujumari Mart.
5,107,5553,,10.5,12,Urticaceae,Pourouma,Pourouma villosa Tr‚cul
5,107,6281,10.2,10.2,,Proteaceae,Euplassa,Euplassa sp. 1
5,107,6656,,,10.2,Rubiaceae,Duroia,Duroia macrophylla Huber
5,108,2387,,,,Violaceae,Rinorea,Rinorea flavescens (Aubl.) Kuntze
5,108,2388,24.7,27.2,30.2,Urticaceae,Pourouma,Pourouma villosa Tr‚cul
5,108,2389,15.1,16,17.5,Burseraceae,Protium,Protium hebetatum Daly
5,108,2390,26,26.2,,Fabaceae,Paramachaerium,Paramachaerium ormosioides (Ducke) Ducke
5,108,2391,71.7,73,73.6,Anacardiaceae,Astronium,Astronium sp. 2
5,108,2392,17.1,,,Fabaceae,Inga,Inga umbellifera (Vahl.) Steud.
5,108,2393,12.4,12.3,12.4,Burseraceae,Protium,Protium hebetatum Daly
5,108,2394,17.5,18.6,19.8,Rubiaceae,Chimarrhis,Chimarrhis cf. turbinata DC.
5,108,2395,12.7,14,14.2,Lecythidaceae,Corythophora,Corythophora alta R. Knuth
5,108,2396,12.4,16.7,,Lauraceae,Ocotea,Ocotea sp. 1
5,108,2397,14.3,14.4,14.2,Lecythidaceae,Eschweilera,Eschweilera atropetiolata S. A. Mori
5,108,2398,27.5,30.4,33.3,Humiriaceae,Sacoglottis,Sacoglottis mattogrossensis Malme
5,108,2399,,,,Violaceae,Rinorea,Rinorea flavescens (Aubl.) Kuntze
5,108,2400,18.5,18.5,18.8,Annonaceae,Fusaea,Fusaea longifolia (Aubl.) Saff.
5,108,5169,14,14.6,16.2,Euphorbiaceae,Conceveiba,Conceveiba hostmannii Benth.
5,108,5170,16.4,,,Melastomataceae,Miconia,Miconia elaeagnoides Cogn.
5,108,5335,17,22.8,28.3,Urticaceae,Pourouma,Pourouma bicolor Mart.
5,108,5336,12.2,12.1,12.4,Hypericaceae,Vismia,Vismia japurensis Reichardt
5,108,5554,,10.2,10.4,Violaceae,Rinorea,Rinorea flavescens (Aubl.) Kuntze
5,108,6282,10,10.5,11,Malvaceae,Scleronema,Scleronema micranthum (Ducke) Ducke
5,108,6283,10.8,10.6,11.5,Nyctaginaceae,Neea,Neea sp. 2
5,108,6284,10.1,10.6,11.3,Lecythidaceae,Eschweilera,Eschweilera wachenheimii (Benoist) Sandw.
5,108,6657,,,10.6,Melastomataceae,Miconia,Miconia aff. hypoleuca Benth.
5,108,6658,,,10.6,Lauraceae,Ocotea,Ocotea nigrescens Vicentini
5,108,6659,,,10.2,Lecythidaceae,Eschweilera,Eschweilera truncata A. C. Smith
5,108,6830,,,10,Malvaceae,Sterculia,Sterculia excelsa Mart.
5,109,2401,17.1,17.5,18.7,Lecythidaceae,Eschweilera,Eschweilera truncata A. C. Smith
5,109,2402,25.6,25.5,25.9,Lecythidaceae,Eschweilera,Eschweilera truncata A. C. Smith
5,109,2403,38.1,39.7,41,Sapotaceae,Manilkara,Manilkara bidentata (A. DC.) A. Chev.
5,109,2404,15.2,15.2,15.3,Fabaceae,Swartzia,Swartzia reticulata Ducke
5,109,2405,66.5,67.5,63.1,Vochysiaceae,Qualea,Qualea labouriauana Paula
5,109,2406,15.5,15,15.3,Burseraceae,Protium,Protium hebetatum Daly
5,109,2407,23.2,23.9,23.9,Fabaceae,Inga,Inga sp. 7
5,109,2408,13,13.4,14,Annonaceae,Xylopia,Xylopia crinita R. E. Fries
5,109,2409,,,,Siparunaceae,Siparuna,Siparuna decipiens (Tul.) A. DC.
5,109,2410,15.9,15.3,15.5,Euphorbiaceae,Hevea,Hevea guianensis Aubl.
5,109,2411,10.4,10.3,10.1,Malvaceae,Theobroma,Theobroma sylvestre Mart.
5,109,2412,19.6,19.7,19.6,Fabaceae,Swartzia,Swartzia reticulata Ducke
5,109,2413,18.7,18.8,18.9,Lecythidaceae,Eschweilera,Eschweilera rankiniae S. A. Mori
5,109,2414,11.6,11.2,,Fabaceae,Zygia,Zygia racemosa (Ducke) Barn. & Grimes
5,109,2415,14.1,14.4,14.3,Lecythidaceae,Eschweilera,Eschweilera truncata A. C. Smith
5,109,2416,25,26,27,Lecythidaceae,Eschweilera,Eschweilera truncata A. C. Smith
5,109,2417,16,16.2,16.6,Lecythidaceae,Eschweilera,Eschweilera cyathiformis S. A. Mori
5,109,2418,14.5,14.8,15.4,Chrysobalanaceae,Licania,Licania heteromorpha Benth.
5,109,2419,24.6,22.6,24.7,Moraceae,Brosimum,Brosimum guianense (Aubl.) Huber
5,109,2420,41.4,42.1,42.5,Myrtaceae,Blepharocalyx,Blepharocalyx eggersii Landrum
5,109,2421,23.1,23.5,24.7,Burseraceae,Protium,Protium apiculatum Swart
5,109,2422,11.7,11.7,11.7,Fabaceae,Bocoa,Bocoa viridiflora (Ducke) Cowan
5,109,2423,,,,Fabaceae,Sclerolobium,Sclerolobium sp. 4
5,109,2424,18.3,18.6,19,Annonaceae,Unonopsis,Unonopsis duckei R. E. Fries
5,109,2425,37,38.3,41.6,Chrysobalanaceae,Licania,Licania apetala (E. Mey.) Fritsch
5,109,2426,22.9,22,22.6,Chrysobalanaceae,Licania,Licania unguiculata Prance
5,109,2427,24,24.7,25.6,Lecythidaceae,Eschweilera,Eschweilera atropetiolata S. A. Mori
5,109,2428,17.5,17.5,18,Meliaceae,Guarea,Guarea carinata Ducke
5,109,2429,13.3,13.5,,Urticaceae,Pourouma,Pourouma villosa Tr‚cul
5,109,2430,27.2,30,,Malpighiaceae,Byrsonima,Byrsonima stipulacea Juss.
5,109,2431,19,20.5,23.3,Goupiaceae,Goupia,Goupia glabra Aubl.
5,109,2432,25.2,26.8,,Melastomataceae,Miconia,Miconia elaeagnoides Cogn.
5,109,2433,12.8,13,,Sapotaceae,Pouteria,Pouteria reticulata (Engl.) Eyma
5,109,6660,,,10.2,Euphorbiaceae,Pausandra,Pausandra macrostachya Ducke
5,109,6661,,,11.2,Lecythidaceae,Eschweilera,Eschweilera truncata A. C. Smith
5,110,2434,25,26.2,,Sapotaceae,Pouteria,Pouteria filipes Eyma
5,110,2435,12.2,12.5,,Myrtaceae,Marlierea,Marlierea umbraticola (Kunth) O. Berg
5,110,2436,47.5,48.7,48.9,Chrysobalanaceae,Licania,Licania impressa Prance
5,110,2437,13.1,13,13.1,Moraceae,Helianthostylis,Helianthostylis sprucei Baill.
5,110,2438,17,17.5,18.1,Nyctaginaceae,Pisonia,Pisonia tomentosa Casar.
5,110,2439,16.4,17.7,19.1,Lecythidaceae,Eschweilera,Eschweilera wachenheimii (Benoist) Sandw.
5,110,2440,12.8,12.9,14,Vochysiaceae,Erisma,Erisma bicolor Ducke
5,110,2441,44.8,48,42.4,Sapotaceae,Pouteria,Pouteria cuspidata (A. DC.) Baehni
5,110,2442,15.4,16.5,17.4,Lecythidaceae,Eschweilera,Eschweilera collina Eyma
5,110,2443,12.5,,,Myrtaceae,Marlierea,Marlierea umbraticola (Kunth) O. Berg
5,110,2444,13.6,13.5,13.7,Myrtaceae,Myrcia,Myrciaria floribunda (H. West ex Willd.) O. Berg
5,110,2445,49.7,51.3,53.7,Caryocaraceae,Caryocar,Caryocar pallidum A. C. Smith
5,110,2446,29.5,39.5,29.3,Fabaceae,Paramachaerium,Paramachaerium ormosioides (Ducke) Ducke
5,110,2447,28.4,29.3,31.3,Lecythidaceae,Lecythis,Lecythis chartacea Berg
5,110,2448,49.3,50.4,50.5,Malvaceae,Scleronema,Scleronema micranthum (Ducke) Ducke
5,110,2449,22.1,23,24.3,Fabaceae,Cynometra,Cynometra longicuspis Ducke
5,110,2450,11.8,12,12.2,Fabaceae,Paramachaerium,Paramachaerium ormosioides (Ducke) Ducke
5,110,2451,16.6,16.7,16.7,Sapotaceae,Pouteria,Pouteria macrophylla (Lam.) Eyma
5,110,2452,14.2,14.3,14.7,Euphorbiaceae,Pausandra,Pausandra macrostachya Ducke
5,110,2453,16.2,16.4,16.5,Lauraceae,Ocotea,Ocotea sp. 7
5,110,2454,11.3,12,13.3,Violaceae,Rinorea,Rinorea sp. 1
5,110,2455,22.5,24.2,26.1,Lecythidaceae,Couratari,Couratari stellata A. C. Smith
5,110,2456,16.2,16.3,16.4,Myristicaceae,Iryanthera,Iryanthera dialyandra/ulei
5,110,2457,16.8,17.3,17.1,Lauraceae,,Lauraceae sp. 1
5,110,2458,15.8,15.4,,Arecaceae,Oenocarpus,Oenocarpus bacaba Mart.
5,110,2459,12.1,12,10,Sapotaceae,Pouteria,Pouteria retinervis T. D. Penn.
5,110,2460,24.8,25.7,25.7,Fabaceae,Swartzia,Swartzia reticulata Ducke
5,110,2461,37.6,39.2,41,Fabaceae,Bocoa,Bocoa viridiflora (Ducke) Cowan
5,110,2462,34.5,35.1,36.2,Euphorbiaceae,Hevea,Hevea guianensis Aubl.
5,110,5337,10.7,11.6,12.6,Lecythidaceae,Eschweilera,Eschweilera wachenheimii (Benoist) Sandw.
5,111,2463,10.9,11.3,12,Euphorbiaceae,Mabea,Mabea sp. 2
5,111,2464,12.5,12.6,12.7,Chrysobalanaceae,Couepia,Couepia excelsa Ducke
5,111,2465,20.1,19.7,,Lauraceae,Licaria,Licaria martiniana (Mez) Kosterm.
5,111,2466,,,,Chrysobalanaceae,Couepia,Couepia elata Ducke
5,111,2467,19.9,21.2,22.7,Violaceae,Rinorea,Rinorea sp. 1
5,111,2468,11.2,11.3,11.5,Euphorbiaceae,Mabea,Mabea sp. 2
5,111,2469,14.6,14.5,,Sapotaceae,Micropholis,Micropholis cylindrocarpa (Poepp.) Pierre
5,111,2470,29.3,29.8,30.9,Lecythidaceae,Eschweilera,Eschweilera romeu-cardosoi S. A. Mori
5,111,2471,11.8,12,12.1,Sapotaceae,Ecclinusa,Ecclinusa guianensis Eyma
5,111,2472,31.7,31.8,29.4,Vochysiaceae,Erisma,Erisma bicolor Ducke
5,111,2473,35.1,36.2,32,Sapotaceae,Micropholis,Micropholis guyanensis (A. DC.) Pierre
5,111,2474,20.2,21.1,21.1,Fabaceae,Tachigali,Tachigali venusta Dwyer
5,111,2475,,15,12,Euphorbiaceae,Mabea,Mabea sp. 2
5,111,2476,13,,,Malvaceae,Sterculia,Sterculia frondosa A. Rich.
5,111,2477,11.5,11.9,12.3,Malvaceae,Theobroma,Theobroma sylvestre Mart.
5,111,2478,35.1,36.7,39.2,Fabaceae,Dipteryx,Dipteryx odorata (Aubl.) Willd.
5,111,2479,13.5,13.9,14.2,Anisophyllaceae,Anisophyllea,Anisophyllea manausensis Pires & W. A. Rodrigues
5,111,2480,13.3,13.5,14.2,Sapotaceae,Pouteria,Pouteria engleri Eyma
5,111,5171,,,,Euphorbiaceae,Mabea,Mabea angularis Hollander
5,111,5172,13.4,14.9,16.7,Moraceae,Brosimum,Brosimum rubescens Taub.
5,111,5338,11.7,12.7,13.9,Violaceae,Rinorea,Rinorea sp. 1
5,111,5555,,10.5,11.6,Chrysobalanaceae,Licania,Licania membranacea Sagot ex Laness.
5,111,6285,10,10.1,10.3,Sapotaceae,Manilkara,Manilkara bidentata (A. DC.) A. Chev.
5,111,6662,,,10.1,Euphorbiaceae,Pausandra,Pausandra macrostachya Ducke
5,111,6831,,,10,Annonaceae,Fusaea,Fusaea longifolia (Aubl.) Saff.
5,112,2481,32.5,35,34.3,Lauraceae,Ocotea,Ocotea obliqua Vicentini
5,112,2482,13.3,13.9,15.5,Malvaceae,Scleronema,Scleronema micranthum (Ducke) Ducke
5,112,2483,21.2,21.4,22.4,Fabaceae,Paramachaerium,Paramachaerium ormosioides (Ducke) Ducke
5,112,2484,,,,Burseraceae,Protium,Protium hebetatum Daly
5,112,2485,23.5,24.6,26.2,Violaceae,Rinorea,Rinorea sp. 1
5,112,2486,10.8,11.4,,Sapotaceae,Sarcaulus,Sarcaulus brasiliensis (A. DC.) Eyma
5,112,2487,38.3,39,39.1,Fabaceae,Eperua,Eperua glabriflora (Ducke) Cowan
5,112,2488,11,11.5,11.2,Rubiaceae,Duroia,Duroia sp. 1
5,112,2489,82.5,82.5,78.2,Chrysobalanaceae,Licania,Licania impressa Prance
5,112,2490,12.5,13,13.5,Elaeocarpaceae,Sloanea,Sloanea pubescens Benth.
5,112,2491,32.6,33.6,34.5,Sapotaceae,Manilkara,Manilkara bidentata (A. DC.) A. Chev.
5,112,2492,28.7,32.5,35.2,Vochysiaceae,Vochysia,Vochysia obidensis (Huber ex Ducke) Ducke
5,112,2493,22.2,22.7,23.2,Violaceae,Rinorea,Rinorea sp. 1
5,112,2494,10.6,10.9,11.2,Ebenaceae,Diospyros,Diospyros pseudoxylopia Mildbr.
5,112,2495,15.2,15.6,15.6,Chrysobalanaceae,Hirtella,Hirtella rodriguesii Prance
5,112,2496,14.8,14.5,15,Euphorbiaceae,Hevea,Hevea guianensis Aubl.
5,112,2497,21,22.7,24.5,Olacaceae,Minquartia,Minquartia guianensis Aubl.
5,112,2498,38.8,39.3,40.5,Lecythidaceae,Eschweilera,Eschweilera amazoniciformis S. A. Mori
5,112,2499,37.5,38.7,40.8,Sapotaceae,Pouteria,Pouteria virescens Baehni
5,112,2500,10.5,10.1,11,Violaceae,Rinorea,Rinorea racemosa (Mart.) Kuntze
5,112,2501,26.8,29,30.1,Fabaceae,Inga,Inga lateriflora Miquel
5,112,2502,10.7,10.8,10.8,Lecythidaceae,,
5,112,5173,10.3,10.8,11.3,Fabaceae,Swartzia,Swartzia reticulata Ducke
5,112,6286,10.1,10.2,10.2,Arecaceae,Euterpe,Euterpe precatoria Mart.
5,112,6663,,,10.7,Fabaceae,Tachigali,Tachigali plumbea / Sclerolobium sp. 3
5,112,6664,,,10.1,Lecythidaceae,Eschweilera,Eschweilera wachenheimii (Benoist) Sandw.
5,113,2503,13.1,13.2,13.2,Lecythidaceae,Eschweilera,Eschweilera atropetiolata S. A. Mori
5,113,2504,22.5,23.2,24,Annonaceae,Onychopetalum,Onychopetalum amazonicum R. E. Fries
5,113,2505,24.6,25.8,27.5,Moraceae,Helicostylis,Helicostylis tomentosa (Poepp. & Endl.) Rusby
5,113,2506,,,,Violaceae,Rinorea,Rinorea racemosa (Mart.) Kuntze
5,113,2507,12,12.5,12.8,Ebenaceae,Diospyros,Diospyros pseudoxylopia Mildbr.
5,113,2508,15.7,16,16.4,Ochnaceae,Ouratea,Ouratea sp. 1
5,113,2509,24.9,45.7,46.4,Lecythidaceae,Eschweilera,Eschweilera cyathiformis S. A. Mori
5,113,2510,16.7,17.8,18.8,Sapotaceae,Pouteria,Pouteria platyphylla (A. C. Smith) Baehni
5,113,2511,,,,Annonaceae,Unonopsis,Unonopsis sp.
5,113,2512,26,35,30.5,Chrysobalanaceae,Licania,Licania micrantha Miq.
5,113,2513,15.5,15.8,,Moraceae,Naucleopsis,Naucleopsis caloneura (Huber) Ducke
5,113,2514,12.3,12.4,12.5,Dichapetalaceae,Tapura,Tapura amazonica Poepp. & Endl.
5,113,2515,17.3,17.5,17.8,Lecythidaceae,Eschweilera,Eschweilera collina Eyma
5,113,2516,28.1,28.9,29.5,Lauraceae,Ocotea,Ocotea cujumari Mart.
5,113,2517,10.8,10.8,11.1,Violaceae,Paypayrola,Paypayrola grandiflora Tul.
5,113,2518,13.1,13.9,14.6,Lecythidaceae,Couratari,Couratari stellata A. C. Smith
5,113,2519,27.9,29,30,Burseraceae,Protium,Protium tenuifolium (Engl.) Engl.
5,113,2520,35.2,35.8,36.8,Burseraceae,Protium,Protium tenuifolium (Engl.) Engl.
5,113,2521,49.3,,,Malvaceae,Scleronema,Scleronema micranthum (Ducke) Ducke
5,113,2522,76.5,77.7,77.2,Goupiaceae,Goupia,Goupia glabra Aubl.
5,113,2523,20.5,21.2,21.7,Annonaceae,Bocageopsis,Bocageopsis multiflora (Mart.) R. E. Fries
5,113,2524,32.6,33.5,33.6,Chrysobalanaceae,Licania,Licania caudata Prance
5,113,5174,11,11.5,12,Lecythidaceae,Eschweilera,Eschweilera romeu-cardosoi S. A. Mori
5,113,5339,10.6,,,Lauraceae,Ocotea,Ocotea canaliculata (Rich.) Mez
5,113,5340,11,11,11.1,Myrtaceae,Eugenia,Eugenia citrifolia Poir.
5,113,5341,,,,,,
5,113,6287,10.5,11.2,11.8,Lecythidaceae,Eschweilera,Eschweilera truncata A. C. Smith
5,113,6288,11.2,12.5,13.4,Chrysobalanaceae,Hirtella,Hirtella bicornis Mart. & Zucc.
5,113,6289,11.9,15.3,19.5,Fabaceae,Inga,Inga paraensis Ducke
5,113,6290,10.4,11,11.9,Fabaceae,,
5,113,6291,10.3,10.5,10.7,Lecythidaceae,Eschweilera,Eschweilera romeu-cardosoi S. A. Mori
5,113,6665,,,10.3,Lecythidaceae,Eschweilera,Eschweilera romeu-cardosoi S. A. Mori
5,114,2525,17.3,17.9,18.8,Burseraceae,Protium,Protium guianense (Aubl.) Marchand
5,114,2526,17.2,17.8,18.1,Fabaceae,Peltogyne,Peltogyne paniculata Benth.
5,114,2527,19.7,20.3,21.4,Fabaceae,Andira,Andira unifoliolata Ducke
5,114,2528,12.7,13.1,13.5,Lecythidaceae,Eschweilera,Eschweilera wachenheimii (Benoist) Sandw.
5,114,2529,23.4,23.6,24,Fabaceae,Swartzia,Swartzia panacoco (Aubl.) Cowan
5,114,2530,22.8,23,24,Burseraceae,Protium,Protium hebetatum Daly
5,114,2531,16.1,16.5,17.4,Anisophyllaceae,Anisophyllea,Anisophyllea manausensis Pires & W. A. Rodrigues
5,114,2532,11.8,12.1,,Burseraceae,Protium,Protium hebetatum Daly
5,114,2533,,,,Annonaceae,Onychopetalum,Onychopetalum amazonicum R. E. Fries
5,114,2534,21.9,22.2,22.5,Burseraceae,Protium,Protium sagotianum Marchand
5,114,2535,12.3,12.6,12.4,Annonaceae,Duguetia,Duguetia manausensis Maas & Boon
5,114,2536,17,17.2,17.8,Olacaceae,Heisteria,Heisteria laxiflora Engl.
5,114,2537,10.9,11,,Violaceae,Rinorea,Rinorea flavescens (Aubl.) Kuntze
5,114,2538,16.8,21.5,25,Urticaceae,Pourouma,Pourouma bicolor Mart.
5,114,2539,19.3,20,21.1,Burseraceae,Protium,Protium apiculatum Swart
5,114,2540,13.3,14.4,16.1,Chrysobalanaceae,Licania,Licania caudata Prance
5,114,2541,12.5,12.6,13.3,Moraceae,Naucleopsis,Naucleopsis caloneura (Huber) Ducke
5,114,2542,11.5,11.4,,Nyctaginaceae,Neea,Neea sp. 4
5,114,2543,22,23,24.7,Malvaceae,Scleronema,Scleronema micranthum (Ducke) Ducke
5,114,2544,11.9,12.2,11.7,Lauraceae,Sextonia,Sextonia rubra (Mez) van der Werff
5,114,2545,13.4,13.6,13.5,Lecythidaceae,Eschweilera,Eschweilera coriacea (DC.) S. A. Mori
5,114,2546,29.8,30,31,Meliaceae,Guarea,Guarea convergens Penn.
5,114,2547,32.6,32.2,,Lecythidaceae,Couratari,Couratari stellata A. C. Smith
5,114,2548,14.7,14.8,,Fabaceae,Tachigali,Tachigali paniculata Aubl.
5,114,2549,18.5,18.6,18.5,Myrtaceae,Myrcia,Myrcia grandis McVaugh
5,114,2550,17.5,18.2,18.7,Malvaceae,Sterculia,Sterculia parviflora Roxb.
5,114,2551,20.1,,,Fabaceae,Inga,Inga cordatoalata Ducke
5,114,2552,12.3,12.5,12.5,Moraceae,Helianthostylis,Helianthostylis sprucei Baill.
5,114,2553,18.3,18.4,18.6,Burseraceae,Protium,Protium hebetatum Daly
5,114,2554,35.3,35.7,36.6,Lecythidaceae,Lecythis,Lecythis prancei S. A. Mori
5,114,2555,18.7,21.9,24,Fabaceae,Inga,Inga capitata Desv.
5,114,5175,11.5,12.6,13.2,Sapotaceae,Pouteria,Pouteria sp. 4
5,114,5342,13,13.4,17.2,Fabaceae,Sclerolobium,Sclerolobium melanocarpum Ducke
5,114,5343,13.7,16,20,Humiriaceae,Vantanea,Vantanea parviflora Lam.
5,114,5556,,10.1,12.4,Melastomataceae,Miconia,Miconia regelii Cogn.
5,114,5557,,10,10.7,Salicaceae,Ryania,Ryania speciosa Vahl
5,114,6292,10.7,11.3,11.8,Rubiaceae,Cordiera,Cordiera sp. 3
5,114,6293,10.1,11.7,13.8,Malvaceae,Scleronema,Scleronema micranthum (Ducke) Ducke
5,114,6294,10,10,10.1,Sapotaceae,Pouteria,Pouteria venosa (Mart.) Baehni
5,114,6666,,,10.1,Nyctaginaceae,Neea,Neea sp. 14
5,115,2556,,,,Melastomataceae,Miconia,Miconia elaeagnoides Cogn.
5,115,2557,,,,Fabaceae,Inga,Inga paraensis Ducke
5,115,2558,19.3,19.5,20,Fabaceae,Vatairea,Vatairea paraensis Ducke
5,115,2559,,,,Lauraceae,Rhodostemonodaphne,Rhodostemonodaphne sp. 1
5,115,2560,11.2,11.3,11.6,Lecythidaceae,Eschweilera,Eschweilera wachenheimii (Benoist) Sandw.
5,115,2561,41.6,41.9,41.9,Fabaceae,Stryphnodendron,Stryphnodendron racemiferum (Ducke) W. Rodr.
5,115,2562,16.3,17.1,17.8,Lecythidaceae,Eschweilera,Eschweilera wachenheimii (Benoist) Sandw.
5,115,2563,17.1,17.1,17.4,Meliaceae,Trichilia,Trichilia rubra C. DC.
5,115,2564,15.2,15.1,15.1,Lecythidaceae,Eschweilera,Eschweilera wachenheimii (Benoist) Sandw.
5,115,2565,20,20.4,20.5,Annonaceae,Bocageopsis,Bocageopsis multiflora (Mart.) R. E. Fries
5,115,2566,17.8,17.6,17.8,Malvaceae,Scleronema,Scleronema micranthum (Ducke) Ducke
5,115,2567,53.4,57.2,56.2,Fabaceae,Sclerolobium,Sclerolobium sp. 4
5,115,2568,,,,Burseraceae,Protium,Protium decandrum (Aubl.) Marchand
5,115,2569,,,,Burseraceae,Protium,Protium hebetatum Daly
